EVENT,STATION,Year,Month,Day,START_LAT,START_LONG,END_LAT,END_LONG,DISTANCE,DUR,FISH_NUMBER,DATE_CAPTURED,SPECIES,SHIP_FL,SHIP_WT,CWT_AGE,FIN_CLIP,COMMENTS,BATCH-DNA_NUMBER,STOCK_1,REGION_CODE_1,REGION_1,HSS_REGION_1,PROB_1,TOTAL_LOCI,COMMENT
101,BR01,2017,OCT,6,50.846,-126.944,50.857,-126.916,1.25,0.33,BCSI-201778-BR01-124-002,"Friday, October 06, 2017",CHINOOK,415,851,,,,63-0332,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.9231,14,
115,BR09,2017,OCT,7,50.818,-126.419,50.824,-126.387,0,0.33,BCSI-201778-BR09-124-002,"Saturday, October 07, 2017",CHINOOK,362,599,,,,63-0377,NIMPKISH,7,ECVI,ECVI,0.9997,15,
,,,,,,,,,,,BCSI-201778-BR13-124-005,"Saturday, October 07, 2017",CHINOOK,351,530,,,,63-0401,NIMPKISH,7,ECVI,ECVI,1,15,
,,,,,,,,,,,BCSI-201778-BR13-124-007,"Saturday, October 07, 2017",CHINOOK,330,425,,,,63-0403,NIMPKISH,7,ECVI,ECVI,1,15,
36,FH02,2017,OCT,1,51.758,-127.95,51.778,-127.965,1.32,0.33,BCSI-201778-FH02-124-011,"Sunday, October 01, 2017",CHINOOK,350,569,,,,63-0224,NIMPKISH,7,ECVI,ECVI,0.9999,15,
36,FH02,2017,OCT,1,51.758,-127.95,51.778,-127.965,1.32,0.33,BCSI-201778-FH02-124-012,"Sunday, October 01, 2017",CHINOOK,401,831,,,,63-0225,NIMPKISH,7,ECVI,ECVI,1,15,
56,FH14,2017,OCT,2,51.506,-127.779,51.517,-127.744,1.46,0.33,BCSI-201778-FH14-124-001,"Monday, October 02, 2017",CHINOOK,402,931,,,,63-0274,NIMPKISH,7,ECVI,ECVI,0.9944,15,
,,,,,,,,,,,BCSI-201778-QCSD05-124-001,"Friday, September 29, 2017",CHINOOK,390,720,,,,63-0202,COWICHAN,7,ECVI,ECVI,0.6093,15,
67,QCSD17,2017,OCT,3,51.362,-127.845,51.344,-127.835,1.14,0.33,BCSI-201778-QCSD17-124-001,"Tuesday, October 03, 2017",CHINOOK,420,1012,,,,63-0293,SKYKOMISH_SU,50,PUGET SOUND,PUGET SOUND,0.4166,15,
,,,,,,,,,,,BCSI-201778-QCST03-124-003,"Thursday, October 05, 2017",CHINOOK,359,522,,AD,,63-0325,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.9963,15,
,,,,,,,,,,,BCSI-201778-RI03-124-001,"Tuesday, October 03, 2017",CHINOOK,311,342,,,,63-0287,NIMPKISH,7,ECVI,ECVI,1,15,
70,SS03,2017,OCT,4,51.298,-127.647,51.285,-127.679,1.44,0.35,BCSI-201778-SS03-124-009,"Wednesday, October 04, 2017",CHINOOK,448,1202,,,,63-0310,SKAGIT_SU,50,PUGET SOUND,PUGET SOUND,0.6826,15,
70,SS03,2017,OCT,4,51.298,-127.647,51.285,-127.679,1.44,0.35,BCSI-201778-SS03-124-010,"Wednesday, October 04, 2017",CHINOOK,370,635,,,,63-0311,SOOS_CR_H,50,PUGET SOUND,PUGET SOUND,0.9548,15,
14,QCSD01,2018,JUN,11,50.972,-128.65,50.95,-128.64,2.518,0.33,BCSI-201893-QCSD01-124-011,"Monday, June 11, 2018",CHINOOK,356,554,,AD,,,,,,,,,
16,QCSD03,2018,JUN,11,50.979,-128.285,50.959,-128.259,2.869,0.33,BCSI-201893-QCSD03-124-001,"Monday, June 11, 2018",CHINOOK,365,547,,,,,,,,,,,
19,QCSD04,2018,JUN,11,50.965,-128.158,50.973,-128.115,3.108,0.33,BCSI-201893-QCSD04-124-001,"Monday, June 11, 2018",CHINOOK,322,391,,AD,,,,,,,,,
19,QCSD04,2018,JUN,11,50.965,-128.158,50.973,-128.115,3.108,0.33,BCSI-201893-QCSD04-124-002,"Monday, June 11, 2018",CHINOOK,445,1078,,,,,,,,,,,
19,QCSD04,2018,JUN,11,50.965,-128.158,50.973,-128.115,3.108,0.33,BCSI-201893-QCSD04-124-003,"Monday, June 11, 2018",CHINOOK,425,895,,,,,,,,,,,
20,QCSD05,2018,JUN,11,50.989,-128.121,50.981,-127.981,2.932,0.33,BCSI-201893-QCSD05-124-001,"Monday, June 11, 2018",CHINOOK,626,3390,,AD,,,,,,,,,
21,QCSD06,2018,JUN,11,50.979,-127.878,50.962,-127.865,2.075,0.27,BCSI-201893-QCSD06-124-003,"Monday, June 11, 2018",CHINOOK,616,,,AD,,,,,,,,,
21,QCSD06,2018,JUN,11,50.979,-127.878,50.962,-127.865,2.075,0.27,BCSI-201893-QCSD06-124-004,"Monday, June 11, 2018",CHINOOK,341,491,,AD,,,,,,,,,
21,QCSD06,2018,JUN,11,50.979,-127.878,50.962,-127.865,2.075,0.27,BCSI-201893-QCSD06-124-005,"Monday, June 11, 2018",CHINOOK,320,395,,AD,,,,,,,,,
21,QCSD06,2018,JUN,11,50.979,-127.878,50.962,-127.865,2.075,0.27,BCSI-201893-QCSD06-124-006,"Monday, June 11, 2018",CHINOOK,418,908,,AD,,,,,,,,,
22,QCSD07,2018,JUN,11,51.129,-127.852,51.05,-127.835,2.659,0.33,BCSI-201893-QCSD07-124-003,"Monday, June 11, 2018",CHINOOK,353,556,,AD,,,,,,,,,
22,QCSD07,2018,JUN,11,51.129,-127.852,51.05,-127.835,2.659,0.33,BCSI-201893-QCSD07-124-005,"Monday, June 11, 2018",CHINOOK,392,758,,AD,,,,,,,,,
22,QCSD07,2018,JUN,11,51.129,-127.852,51.05,-127.835,2.659,0.33,BCSI-201893-QCSD07-124-006,"Monday, June 11, 2018",CHINOOK,674,4460,,,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-002,"Monday, June 11, 2018",CHINOOK,336,464,,AD,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-003,"Monday, June 11, 2018",CHINOOK,322,458,,AD,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-006,"Monday, June 11, 2018",CHINOOK,337,477,,AD,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-008,"Monday, June 11, 2018",CHINOOK,310,395,,,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-009,"Monday, June 11, 2018",CHINOOK,314,389,,,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-012,"Monday, June 11, 2018",CHINOOK,345,510,,,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-014,"Monday, June 11, 2018",CHINOOK,354,589,,,,,,,,,,,
26,QCSD09,2018,JUN,11,51.01,-127.918,50.995,-127.948,2.676,0.33,BCSI-201893-QCSD09-124-015,"Monday, June 11, 2018",CHINOOK,356,559,,,,,,,,,,,
40,QCSD10,2018,JUN,13,51.094,-127.777,51.112,-127.803,2.741,0.37,BCSI-201893-QCSD10-124-014,"Wednesday, June 13, 2018",CHINOOK,303,341,,,,,,,,,,,
40,QCSD10,2018,JUN,13,51.094,-127.777,51.112,-127.803,2.741,0.37,BCSI-201893-QCSD10-124-017,"Wednesday, June 13, 2018",CHINOOK,346,507,,AD,,,,,,,,,
40,QCSD10,2018,JUN,13,51.094,-127.777,51.112,-127.803,2.741,0.37,BCSI-201893-QCSD10-124-018,"Wednesday, June 13, 2018",CHINOOK,370,626,,AD,,,,,,,,,
42,QCSD12,2018,JUN,13,51.157,-127.867,51.183,-127.867,2.947,0.35,BCSI-201893-QCSD12-124-001,"Wednesday, June 13, 2018",CHINOOK,347,496,,,,,,,,,,,
42,QCSD12,2018,JUN,13,51.157,-127.867,51.183,-127.867,2.947,0.35,BCSI-201893-QCSD12-124-003,"Wednesday, June 13, 2018",CHINOOK,330,420,,,,,,,,,,,
42,QCSD12,2018,JUN,13,51.157,-127.867,51.183,-127.867,2.947,0.35,BCSI-201893-QCSD12-124-004,"Wednesday, June 13, 2018",CHINOOK,349,542,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-001,"Tuesday, June 12, 2018",CHINOOK,318,416,,AD,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-003,"Tuesday, June 12, 2018",CHINOOK,326,431,,AD,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-004,"Tuesday, June 12, 2018",CHINOOK,326,387,,AD,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-005,"Tuesday, June 12, 2018",CHINOOK,349,483,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-006,"Tuesday, June 12, 2018",CHINOOK,350,530,,AD,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-007,"Tuesday, June 12, 2018",CHINOOK,324,364,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-008,"Tuesday, June 12, 2018",CHINOOK,310,388,,AD,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-009,"Tuesday, June 12, 2018",CHINOOK,321,418,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-011,"Tuesday, June 12, 2018",CHINOOK,358,,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-012,"Tuesday, June 12, 2018",CHINOOK,478,1222,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-013,"Tuesday, June 12, 2018",CHINOOK,591,2690,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-014,"Tuesday, June 12, 2018",CHINOOK,525,1768,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-015,"Tuesday, June 12, 2018",CHINOOK,463,1367,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-016,"Tuesday, June 12, 2018",CHINOOK,572,2461,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-017,"Tuesday, June 12, 2018",CHINOOK,340,479,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-018,"Tuesday, June 12, 2018",CHINOOK,524,1842,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-019,"Tuesday, June 12, 2018",CHINOOK,482,1371,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-020,"Tuesday, June 12, 2018",CHINOOK,450,1243,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-021,"Tuesday, June 12, 2018",CHINOOK,425,969,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-022,"Tuesday, June 12, 2018",CHINOOK,360,589,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-023,"Tuesday, June 12, 2018",CHINOOK,434,1013,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-024,"Tuesday, June 12, 2018",CHINOOK,440,1082,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-025,"Tuesday, June 12, 2018",CHINOOK,431,978,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-027,"Tuesday, June 12, 2018",CHINOOK,388,717,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-028,"Tuesday, June 12, 2018",CHINOOK,501,1541,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-029,"Tuesday, June 12, 2018",CHINOOK,485,1513,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-030,"Tuesday, June 12, 2018",CHINOOK,380,700,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-033,"Tuesday, June 12, 2018",CHINOOK,374,625,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-034,"Tuesday, June 12, 2018",CHINOOK,364,579,,,,,,,,,,,
27,QCST01,2018,JUN,12,50.791,-127.502,50.803,-127.539,2.946,0.33,BCSI-201893-QCST01-124-035,"Tuesday, June 12, 2018",CHINOOK,312,340,,,,,,,,,,,
30,QCST02,2018,JUN,12,50.85,-127.505,50.856,-127.543,2.703,0.37,BCSI-201893-QCST02-124-001,"Tuesday, June 12, 2018",CHINOOK,468,1180,,,,,,,,,,,
30,QCST02,2018,JUN,12,50.85,-127.505,50.856,-127.543,2.703,0.37,BCSI-201893-QCST02-124-002,"Tuesday, June 12, 2018",CHINOOK,888,9450,,,,,,,,,,,
31,QCST03,2018,JUN,12,50.934,-127.703,50.946,-127.73,2.35,0.33,BCSI-201893-QCST03-124-001,"Tuesday, June 12, 2018",CHINOOK,521,1742,,,,,,,,,,,
33,QCST05,2018,JUN,13,50.952,-127.539,50.984,-127.575,4.315,0.38,BCSI-201893-QCST05-124-003,"Wednesday, June 13, 2018",CHINOOK,309,395,,,,,,,,,,,
33,QCST05,2018,JUN,13,50.952,-127.539,50.984,-127.575,4.315,0.38,BCSI-201893-QCST05-124-004,"Wednesday, June 13, 2018",CHINOOK,391,710,,,,,,,,,,,
,6,1996,OCT,3,50.832,-128.419,50.824,-128.463,,0.5,HS1096-006-124-004,"Thursday, October 03, 1996",CHINOOK,463,,,,,,,,,,,,
,58,1996,OCT,20,57.238,-154.889,57.263,-154.956,,0.5,HS1096-058-124-001,"Sunday, October 20, 1996",CHINOOK,324,,,,,,,,,,,,
,64,1996,OCT,21,58.786,-152.817,58.8,-152.893,,0.5,HS1096-064-124-002,"Monday, October 21, 1996",CHINOOK,364,,,,,,,,,,,,
,CA01,2000,JUN,27,48.192,-124.878,48.182,-124.95,2.944,0.5,HS200016-CA01-124-001,"Tuesday, June 27, 2000",CHINOOK,349,513,,,,,,,,,,,
,CA05,2000,JUN,27,48.157,-125.321,48.157,-125.375,2.163,0.5,HS200016-CA05-124-003,"Tuesday, June 27, 2000",CHINOOK,543,1917,,,,,,,,,,,
,E01,2000,JUL,1,49.776,-127.088,49.762,-127.148,2.327,0.5,HS200016-E01-124-005,"Saturday, July 01, 2000",CHINOOK,321,419,,,,,,,,,,,
,E01,2000,JUL,1,49.776,-127.088,49.762,-127.148,2.327,0.5,HS200016-E01-124-008,"Saturday, July 01, 2000",CHINOOK,342,535,,,,,,,,,,,
,E01,2000,JUL,1,49.776,-127.088,49.762,-127.148,2.327,0.5,HS200016-E01-124-009,"Saturday, July 01, 2000",CHINOOK,320,444,,AD,,,,,,,,,
,E01,2000,JUL,1,49.776,-127.088,49.762,-127.148,2.327,0.5,HS200016-E01-124-010,"Saturday, July 01, 2000",CHINOOK,322,406,,,,,,,,,,,
,E01,2000,JUL,1,49.776,-127.088,49.762,-127.148,2.327,0.5,HS200016-E01-124-011,"Saturday, July 01, 2000",CHINOOK,588,2857,,,,,,,,,,,
,E01,2000,JUL,1,49.776,-127.088,49.762,-127.148,2.327,0.5,HS200016-E01-124-012,"Saturday, July 01, 2000",CHINOOK,372,778,,,,,,,,,,,
,E02,2000,JUL,1,49.755,-127.181,49.762,-127.245,2.482,0.5,HS200016-E02-124-016,"Saturday, July 01, 2000",CHINOOK,885,,,AD,,,,,,,,,
,E02,2000,JUL,1,49.755,-127.181,49.762,-127.245,2.482,0.5,HS200016-E02-124-017,"Saturday, July 01, 2000",CHINOOK,712,5780,,,,,,,,,,,
,E02,2000,JUL,1,49.755,-127.181,49.762,-127.245,2.482,0.5,HS200016-E02-124-018,"Saturday, July 01, 2000",CHINOOK,850,,,,,,,,,,,,
,E02,2000,JUL,1,49.755,-127.181,49.762,-127.245,2.482,0.5,HS200016-E02-124-019,"Saturday, July 01, 2000",CHINOOK,758,,,,,,,,,,,,
,E02,2000,JUL,1,49.755,-127.181,49.762,-127.245,2.482,0.5,HS200016-E02-124-020,"Saturday, July 01, 2000",CHINOOK,852,,,,,,,,,,,,
,E03,2000,JUL,1,49.757,-127.29,49.741,-127.352,2.406,0.5,HS200016-E03-124-026,"Saturday, July 01, 2000",CHINOOK,715,,,,,,,,,,,,
,FI01,2000,JUL,4,54.795,-133.029,54.79,-133.111,2.854,0.5,HS200016-FI01-124-003,"Tuesday, July 04, 2000",CHINOOK,999,,,,,,,,,,,,
,SS01,2000,JUN,30,48.6,-124.793,48.591,-124.872,3.137,0.5,HS200016-SS01-124-001,"Friday, June 30, 2000",CHINOOK,317,431,,,,,,,,,,,
,SS01,2000,JUN,30,48.6,-124.793,48.591,-124.872,3.137,0.5,HS200016-SS01-124-002,"Friday, June 30, 2000",CHINOOK,304,338,,,,,,,,,,,
,SS02,2000,JUN,30,48.589,-124.917,48.59,-125.004,3.455,0.5,HS200016-SS02-124-001,"Friday, June 30, 2000",CHINOOK,310,385,,,,,,,,,,,
,SS02,2000,JUN,30,48.589,-124.917,48.59,-125.004,3.455,0.5,HS200016-SS02-124-002,"Friday, June 30, 2000",CHINOOK,335,471,,,,,,,,,,,
,SS02,2000,JUN,30,48.589,-124.917,48.59,-125.004,3.455,0.5,HS200016-SS02-124-003,"Friday, June 30, 2000",CHINOOK,469,1462,,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-001,"Friday, June 30, 2000",CHINOOK,353,555,,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-002,"Friday, June 30, 2000",CHINOOK,365,565,,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-003,"Friday, June 30, 2000",CHINOOK,311,378,1.0,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-004,"Friday, June 30, 2000",CHINOOK,312,384,,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-005,"Friday, June 30, 2000",CHINOOK,321,421,,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-006,"Friday, June 30, 2000",CHINOOK,415,1042,,,,,,,,,,,
,SS03,2000,JUN,30,48.591,-125.055,48.594,-125.12,2.581,0.5,HS200016-SS03-124-007,"Friday, June 30, 2000",CHINOOK,576,2575,,,,,,,,,,,
,SS04,2000,JUN,30,48.593,-125.172,48.598,-125.23,2.303,0.5,HS200016-SS04-124-001,"Friday, June 30, 2000",CHINOOK,447,1131,,,,,,,,,,,
,SS05,2000,JUN,30,48.601,-125.271,48.605,-125.34,2.739,0.5,HS200016-SS05-124-002,"Friday, June 30, 2000",CHINOOK,345,605,,,,,,,,,,,
,SS07,2000,JUN,30,48.638,-125.223,48.643,-125.163,2.38,0.5,HS200016-SS07-124-001,"Friday, June 30, 2000",CHINOOK,400,800,,,,,,,,,,,
,SS07,2000,JUN,30,48.638,-125.223,48.643,-125.163,2.38,0.5,HS200016-SS07-124-002,"Friday, June 30, 2000",CHINOOK,409,817,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-001,"Friday, June 30, 2000",CHINOOK,550,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-002,"Friday, June 30, 2000",CHINOOK,590,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-003,"Friday, June 30, 2000",CHINOOK,470,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-004,"Friday, June 30, 2000",CHINOOK,565,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-005,"Friday, June 30, 2000",CHINOOK,540,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-006,"Friday, June 30, 2000",CHINOOK,705,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-007,"Friday, June 30, 2000",CHINOOK,611,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-008,"Friday, June 30, 2000",CHINOOK,585,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-009,"Friday, June 30, 2000",CHINOOK,480,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-010,"Friday, June 30, 2000",CHINOOK,492,,1.1,AD,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-011,"Friday, June 30, 2000",CHINOOK,543,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-012,"Friday, June 30, 2000",CHINOOK,370,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-013,"Friday, June 30, 2000",CHINOOK,534,,,AD,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-014,"Friday, June 30, 2000",CHINOOK,530,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-015,"Friday, June 30, 2000",CHINOOK,410,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-016,"Friday, June 30, 2000",CHINOOK,655,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-017,"Friday, June 30, 2000",CHINOOK,399,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-018,"Friday, June 30, 2000",CHINOOK,423,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-019,"Friday, June 30, 2000",CHINOOK,570,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-020,"Friday, June 30, 2000",CHINOOK,440,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-021,"Friday, June 30, 2000",CHINOOK,450,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-022,"Friday, June 30, 2000",CHINOOK,582,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-023,"Friday, June 30, 2000",CHINOOK,330,,,AD,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-024,"Friday, June 30, 2000",CHINOOK,305,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-025,"Friday, June 30, 2000",CHINOOK,482,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-026,"Friday, June 30, 2000",CHINOOK,411,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-027,"Friday, June 30, 2000",CHINOOK,514,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-028,"Friday, June 30, 2000",CHINOOK,385,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-029,"Friday, June 30, 2000",CHINOOK,420,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-030,"Friday, June 30, 2000",CHINOOK,459,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-031,"Friday, June 30, 2000",CHINOOK,362,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-032,"Friday, June 30, 2000",CHINOOK,640,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-033,"Friday, June 30, 2000",CHINOOK,505,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-034,"Friday, June 30, 2000",CHINOOK,410,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-035,"Friday, June 30, 2000",CHINOOK,655,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-036,"Friday, June 30, 2000",CHINOOK,350,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-037,"Friday, June 30, 2000",CHINOOK,960,,,,,,,,,,,,
,SS08,2000,JUN,30,48.648,-125.111,48.665,-125.05,2.419,0.5,HS200016-SS08-124-038,"Friday, June 30, 2000",CHINOOK,550,,,,,,,,,,,,
