65,Holmes,Spring 5.2,0.021442308,0.250517153,0.004891304,0.068644225,0.0000625,0.03389417,0,0.023970927,0,0.061795746,0,0.033677834,0,0.026358245,0.000366972,0.052181498,0,0.288816591,2.931304348,3.689504931,0,0.246660078,0,0.063977816,0.00046875,0.072292252,0,0.095536488,0,0.092983322,0.000169492,0.067361266,0,0.129164097,0,0.048690992,0,0.047197779,0,0.080134275,0,0.077499753,0,0.122160099,0.000103093,0.044279901,0,0.090232928,0.133571429,0.990385841,0,0.059387062,0,0.061138669,0,0.152351669,0,0.335606053,0.000229885,0.077218595,0,0.088223772,0.011640625,0.154170049,0,0.041116714,0,0.0859786,0,0.035738597,0.003931624,0.086323092,0.000227273,0.144482066,0.008111111,0.156149884,0.166111111,0.736484732,0,0.16159147,0,0.060161329,0,0.034820035,0,0.138855557,0,0.062146088,0.000510204,0.024950508
68,Indianpoint,Spring 5.2,0.000192308,0.056948076,0,0.027668085,0,0.043611555,0,0.031828976,0,0.059855304,0,0.027231962,0,0.032830745,0,0.046463421,0,0.467973925,0,0.121822964,0,0.150764429,0,0.112392896,0.0009375,0.082477489,0,0.241139559,0,0.087862725,0,0.110810085,0,0.198053409,0,0.057246552,0,0.049462873,0,0.083009632,0.000172414,0.09434458,0,0.156985856,0.000103093,0.069592444,0.015806452,0.16398145,0.068214286,0.618128488,0,0.076422258,0,0.104637472,0,0.489457452,0,0.4789624,0,0.062359997,0,0.099738291,0.439140625,0.749974227,0,0.034851311,0,0.092351217,0,0.044600337,0,0.035771014,0,0.094067767,0.000888889,0.045721594,0.150694444,0.663004378,0,0.08076851,0,0.122030689,0.007230216,0.079182612,0.001756757,0.074089061,0,0.026023599,0.000102041,0.022884568
350,James,Spring 5.2,0.000576923,0.059272352,0.004402174,0.074363503,0,0.031501416,0,0.022911676,0,0.061659132,0,0.03482649,0,0.060621806,0,0.040413895,0,0.245026806,0,0.160482869,0,0.299274049,0,0.127722132,0.000625,0.078826859,0,0.241010457,0,0.082659502,0,0.078819548,0,0.092749254,0,0.080081444,0,0.034924162,0,0.063217937,0,0.085428556,0,0.070330854,0,0.049311531,0.004032258,0.106181095,0,0.11464539,0,0.131182956,0,0.108221295,0,0.443462136,0,0.176711722,0,0.040307934,0,0.150872886,0,0.026562155,0,0.060837161,0,0.050358749,0,0.04133598,0,0.048864002,0,0.03697586,0.000111111,0.055689322,1.883888889,2.513671183,0,0.122435047,0,0.058398961,0.001043165,0.035672253,0,0.065570218,0,0.036059535,0.000782313,0.02650294
231,Kenneth_Cr,Spring 5.2,0.001057692,0.076350079,0,0.020295524,0,0.040329471,9.34579E-05,0.023814456,0,0.072838523,0,0.031937018,0,0.035132767,0,0.07719546,0,0.105343579,0,0.046598291,0,0.435487686,0,0.093305121,0.01828125,0.21702573,0,0.646095596,0,0.071036693,0,0.117698399,0,0.090091962,0,0.03993504,0,0.14713178,0,0.057175992,0,0.101351207,0,0.060533267,0,0.028846891,0,0.099840296,0,0.193675143,0,0.101489654,0,0.126708386,0,0.3745091,0,0.296569023,0,0.033506923,0,0.131607456,0,0.048750926,0,0.054197521,0,0.056081716,0,0.061147424,0,0.034832991,0,0.130591883,0,0.036018685,0,0.049194157,0,0.10434168,0,0.027184523,0,0.02260113,0.000135135,0.045419183,0,0.044901403,0,0.017916598
142,McGregor,Spring 5.2,0.000480769,0.057241408,0.000434783,0.025810512,0,0.023808786,0,0.026656996,0,0.055808452,0,0.016571812,0,0.041924738,0,0.041775018,0,0.224888803,0,0.20468073,0,0.148193104,0,0.02799257,0.0015625,0.118248484,0,0.876472885,0,0.045665183,0,0.081823389,0,0.073934408,0,0.053889981,0,0.058440841,0,0.063687555,0,0.077927345,0,0.086615102,0,0.093672543,0,0.184578435,0.182142857,1.034644654,0,0.083968665,0,0.093758919,0,0.118157294,0,0.119252556,0,0.039637542,0,0.340853284,0.01328125,0.158587991,0,0.058415372,0,0.055903936,0.00031746,0.058251909,0,0.031955164,0,0.085938262,0,0.059967387,0.001666667,0.10014979,0,0.221864773,0,0.065761268,0.000143885,0.023521327,0,0.209145246,0.000672269,0.059559149,0.002108844,0.046587493
246,Morkill,Spring 5.2,0.009230769,0.141078435,0,0.030207098,0,0.042763886,0.005186916,0.078457093,0,0.060553159,0,0.029308332,0,0.052318494,0,0.03070788,0,0.146537312,0.163043478,1.104081034,0,0.379798914,0,0.028367735,0.008125,0.232008496,0,0.189931299,0,0.042366141,0,0.070720492,0,0.098546853,0,0.080788047,0,0.078272062,0,0.051308608,0.000172414,0.090545501,0,0.057717348,0,0.052508053,0.00016129,0.042337151,0.002857143,0.217004878,0,0.068533686,0,0.108453463,0,0.199570471,0,0.152490935,0,0.084204552,0,0.127465832,0.18046875,0.508129377,0,0.035862322,0,0.082295731,0,0.044046951,0,0.03471828,0,0.040609912,0.000111111,0.047798665,0.067083333,0.425332151,0,0.175129295,0,0.03215369,0,0.018816017,0.002162162,0.112783502,0,0.031872645,0,0.015257889
38,Salmon@PG,Spring 5.2,0,0.045395431,0.000434783,0.036860111,0,0.027935088,0,0.03091536,0,0.079039989,0,0.024675056,0,0.032187544,0.001651376,0.061761552,0,0.196277227,0.117391304,0.947163515,0,0.123187936,0,0.040218016,0.0009375,0.081246287,0,0.263003964,0,0.057822525,0,0.090979702,0,0.143094994,0,0.068657554,0,0.070090364,0,0.063822372,0,0.114093004,0,0.097775109,0.000309278,0.058649118,0.081129032,0.450144869,0,0.148170959,0,0.073118207,0,0.139916281,0,0.243242424,0,0.266926891,0,0.04664144,0,0.084799219,0.00234375,0.082076861,0,0.060494211,0,0.091936963,0,0.025797034,0,0.044644713,0,0.097996532,0.215555556,0.670597055,0,0.09905576,0,0.078768337,0,0.047817576,1.093201439,0.856289416,0,0.061933496,0,0.061382206,0.000238095,0.015669338
67,Slim_C,Spring 5.2,0,0.02548978,0.025,0.152020927,0,0.041355912,0,0.029798295,0,0.053123646,5.34759E-05,0.039642043,0,0.052365197,0,0.042580028,0,0.22509744,0,0.183014615,0,0.129348804,0,0.078862535,0.4578125,1.338674861,0,0.354621871,0,0.109361949,0,0.085484995,0,0.125826111,0.000833333,0.081903042,0,0.066748824,0,0.075192246,0,0.133229317,0,0.162221428,0,0.048403181,0,0.062978163,0.32,1.217266576,0,0.112395815,0,0.072887044,0,0.082437064,0,0.32164842,0,0.065370233,0,0.138886574,0.0115625,0.140698888,0,0.048033958,0,0.102129108,0,0.031013869,0.005128205,0.116302099,0,0.054403717,0,0.065046284,0.016111111,0.237250475,0,0.126603062,0,0.0231645,0.00057554,0.022961497,0,0.058700328,0,0.04618819,0.000238095,0.020887317
66,Swift,Spring 5.2,0.002307692,0.07686702,0.000108696,0.034509719,0,0.021340774,0,0.027303753,0,0.038297334,0,0.026546231,0,0.035258399,0,0.025635616,0,0.298953844,0.075652174,0.796222846,0,0.100715313,0,0.170852678,0,0.069537669,0,0.206362189,0,0.119039624,0,0.105130283,0,0.088061001,0,0.039291881,0,0.086957574,0,0.050207227,0,0.050912784,0,0.053251624,0,0.055757648,0,0.037216792,2.002857143,3.181943332,0,0.042739867,0,0.137675181,0,0.114611839,0,0.422883344,0,0.0635813,0,0.099528899,0.001328125,0.047731082,0.003181818,0.075195748,0,0.092356242,0,0.041212466,0,0.049158307,0,0.092431024,0,0.048978769,0,0.068114397,0,0.148155636,0,0.046369199,0,0.023945098,0,0.057517249,0,0.037351566,0,0.022960024
39,Tete_Jaune,Spring 5.2,0.464134615,0.895729986,0,0.041340664,0,0.034700114,0,0.015537044,0,0.054471618,0,0.034983888,0,0.037430198,0,0.044009068,0,0.0979071,0.004347826,0.252944888,0,0.465758825,0,0.073322016,0.000625,0.07330883,0,0.142532344,0,0.044803129,0,0.146092033,0,0.111090999,0,0.060903291,0,0.108244739,0,0.101668794,0,0.109804113,0,0.087180915,0,0.06025886,0,0.0774825,0.151071429,0.799836359,0,0.11375286,0,0.202407441,0,0.148306977,0,0.197869415,0,0.068432882,0,0.119052548,0.005234375,0.089088369,0.831454545,0.891526046,0,0.066175566,0,0.033687141,0,0.03690643,0,0.085284919,0.000333333,0.07360433,0.0125,0.167918838,0,0.203440669,0,0.039870918,0,0.021330856,0,0.055672808,0,0.039050107,0,0.01741668
247,Torpy,Spring 5.2,0.031442308,0.327464567,0.001847826,0.070364694,0.000375,0.045083332,0.000186916,0.029725308,0,0.063414211,0,0.022869733,0.000275229,0.056559829,0.001376147,0.061358458,0,0.606217477,0,0.441510819,0,0.168074581,0,0.090410732,0.0015625,0.095151881,0,0.56437945,0,0.074298975,0.000677966,0.133651142,0,0.120668167,0,0.059582758,0,0.050038585,0,0.09057417,0.000344828,0.080700577,0,0.035817987,0.000515464,0.074709076,0,0.05909759,0,0.070537819,0.002307692,0.195216703,0,0.206643998,0,0.087038828,0,0.154149688,0,0.028396699,0,0.064603165,0.017421875,0.218395971,0.000181818,0.049896221,0.001290323,0.096876479,0.001587302,0.056704031,0.068888889,0.346056427,0,0.071991863,0.000777778,0.058972497,0.219305556,0.975185635,0,0.267676962,0,0.052374791,0,0.019019991,0.002027027,0.106631276,0.000168067,0.057561001,0.011292517,0.09087762
69,Willow_R,Spring 5.2,0.822307692,1.435204786,0.000597826,0.03274108,0,0.025327545,9.34579E-05,0.034692331,0,0.076739487,0,0.03273923,0,0.046715722,0.004954128,0.144390343,0,0.138855897,0,0.102214895,0,0.09264674,0,0.138184259,0.00890625,0.229708329,0,0.553814675,0,0.04575136,0,0.074470381,0,0.127551786,0,0.047818864,0,0.072172289,0,0.062722447,0,0.050105056,0,0.048453915,0.002989691,0.109433987,0,0.029145635,0.005357143,0.252359266,0,0.153027399,0,0.093014207,0,0.254666204,0,0.255130749,0,0.056198895,0,0.086941805,0,0.064015387,0,0.052638889,0,0.097806271,0,0.028001884,0,0.041750753,0,0.081018479,0.021888889,0.210610655,0,0.049783928,0,0.240661919,0,0.033861587,0.000143885,0.022781831,0,0.058567761,0,0.034755869,0.003061224,0.043025289
351,Baezaeko,Spring 5.2,9.61538E-05,0.039021586,0.008804348,0.104502647,0.0000625,0.02168527,0.00228972,0.054085396,0,0.070533202,0,0.028515836,0,0.034136147,0.000275229,0.038496328,0,0.156313777,0,0.152017306,0,0.110805856,0.000851064,0.090441185,0,0.060907416,0,0.226399256,0,0.056248346,0.002033898,0.150490305,0,0.084705288,0,0.038918698,0,0.074217928,0,0.035484164,0.002413793,0.119115235,0.001384615,0.102031136,0,0.110349104,0,0.03859229,0,0.178083684,0,0.095198825,0,0.083091557,0,0.089059717,0,0.087218809,0.000574713,0.052041169,0,0.106158058,0.0446875,0.289805477,0.002181818,0.080870244,0,0.097183396,0.001190476,0.051390802,0,0.038328466,0,0.077888573,0.406444444,1.162552189,0,0.058653079,0,0.163321851,0,0.056399983,0.001079137,0.040691488,0,0.061706271,8.40336E-05,0.040860128,0.000306122,0.021443924
482,Baker_Cr,Spring 5.2,0,0.05457777,0.001902174,0.059420341,0.0000625,0.02258073,0.002102804,0.059788325,0,0.056189797,0,0.034998891,0,0.039831503,0.000183486,0.065918295,0,0.091397121,0,0.166714386,0,0.111824686,0,0.177909964,0,0.081786706,0,0.532724466,0,0.084454253,0.000338983,0.177774915,0,0.05717177,0,0.044046624,0,0.049321732,0,0.056496332,0,0.083727965,0.000615385,0.088654033,0,0.055421496,0,0.11463039,0,0.111823642,0,0.074573427,0,0.130621445,0,0.049387082,0,0.057168495,0,0.038022269,0,0.108691522,1.970859375,1.463807802,0,0.035122085,0,0.061273839,7.93651E-05,0.047444025,0,0.04421553,0,0.113181231,0.024777778,0.260797081,0.011944444,0.160591956,0,0.114074995,0,0.027985665,0.00028777,0.02520994,0.000135135,0.061919258,0.000168067,0.061394115,0,0.018212201
45,Bridge,Spring 5.2,0.017115385,0.179427135,0.000326087,0.038303351,0,0.02922367,0.00135514,0.039870627,0,0.047341991,0,0.027349486,0.000733945,0.068963654,0,0.054499219,0,0.232634623,0,0.13967539,0,0.201559849,0,0.18471245,0.005625,0.171303387,0,0.360117748,0,0.107932407,0.000677966,0.135770943,0,0.125357774,0,0.032860517,0,0.110172217,0,0.05266973,0.000172414,0.107410704,0,0.073367059,0.000412371,0.08476235,0.058225806,0.53158689,0,0.202239633,0,0.073315896,0.004634146,0.224151589,0,0.131175305,0,0.126655455,0,0.024382884,0,0.187087853,0,0.027058993,0.003090909,0.062924418,0.00016129,0.108680684,7.93651E-05,0.038461247,0.066837607,0.348516091,0,0.152466139,0.000444444,0.055837516,0.000138889,0.06129058,0,0.133335433,0,0.109639728,0.01205036,0.113218374,0,0.044491846,0.000252101,0.034154049,3.40136E-05,0.019437944
206,Chilako,Spring 5.2,0.001538462,0.074689677,0.004565217,0.08951643,0,0.02706997,9.34579E-05,0.030409281,0,0.046568667,0.000374332,0.029171519,9.17431E-05,0.030620922,0.033211009,0.27167275,0,0.150044684,0,0.168198414,0,0.210969881,0,0.265680008,0.0025,0.123513953,0,0.432999104,0,0.078211368,0,0.040270612,0,0.076923674,0,0.067687119,0.0028125,0.141127822,0.0045,0.117107367,0,0.087192705,0,0.065155851,0.002886598,0.091153815,0,0.114285441,0,0.127880456,0,0.111802835,0,0.08826311,0,0.51189808,0,0.089406708,0,0.032620865,0,0.067688147,0.0028125,0.090513517,9.09091E-05,0.041125475,0,0.055233528,0.00015873,0.034172597,0,0.060783875,0,0.107051324,0.020111111,0.195317498,0.001388889,0.122330891,0,0.354529469,0,0.038096565,0,0.018365133,0.000675676,0.067025013,0.002184874,0.078584384,0.000816327,0.026937774
44,Chilko,Summer 5.2,0.002788462,0.08558645,0.003695652,0.065537829,0,0.021958236,0,0.030869028,0,0.081140917,0.000106952,0.026847385,9.17431E-05,0.054226831,0.033486239,0.307960971,0.00047619,0.160174415,0,0.23634302,0,0.102210981,0,0.172777636,1.8578125,2.171799156,0,0.591341247,0.000140845,0.065486975,0,0.043428236,0,0.062213306,0.000119048,0.052923659,0,0.112105125,0,0.065963526,0,0.099659699,0,0.06398596,0,0.045551107,0,0.0446868,0,0.098568825,0,0.111837752,0,0.114608767,0,0.113830118,0,0.053415778,0.992298851,1.082010665,0,0.081778168,0.06890625,0.391662615,0.000454545,0.068886951,0,0.051674747,0,0.03699499,0,0.051902591,0,0.152018799,2.264555556,1.935758041,0,0.071123103,0,0.268031699,0,0.125890079,0.000503597,0.01817117,0,0.05246316,0.000504202,0.023786824,0,0.018618514
50,Cottonwood,Spring 5.2,0.253942308,0.655637907,5.43478E-05,0.037830335,0,0.043711817,0,0.036937894,0,0.039361886,5.34759E-05,0.02972641,0,0.052405029,0.000917431,0.069882726,0,0.105179203,0,0.276922831,0,0.145411225,0,0.116222949,0,0.073754292,0,0.545267723,0,0.047690722,0,0.06218703,0,0.11468567,0,0.041089618,0,0.055948396,0.00075,0.086888197,0,0.069854417,0,0.046990764,0.000309278,0.043107374,0,0.036908255,0,0.132300143,0,0.145607664,0,0.109485496,0,0.419205884,0,0.238875169,0.000114943,0.086304663,0,0.141058757,0,0.064935224,9.09091E-05,0.053048108,0,0.057157074,0.009920635,0.123651831,0,0.03651959,0,0.054073753,0.112777778,0.549279972,0.000972222,0.065208487,0,0.265013963,0,0.030313256,0,0.02524248,0,0.049087813,0,0.04895728,0,0.023489978
71,Elkin_R,Spring 5.2,0,0.057990794,0.000163043,0.029650624,0,0.032138239,0.002476636,0.067965528,0,0.070767439,0,0.027344664,0,0.038409415,0,0.03120611,0,0.197984757,0,0.157834946,0,0.422185995,0,0.057754057,0.0025,0.091511507,0,0.457055088,0,0.08256484,0,0.12527012,0,0.090252061,0,0.063569207,0,0.058044611,0,0.058887183,0,0.060937359,0,0.056480444,0.000412371,0.049401408,0,0.080261747,0,0.06560006,0,0.068608083,0,0.078616681,0,0.104771646,0,0.145468609,0,0.059843112,0,0.066867288,0,0.024079335,9.09091E-05,0.036257742,0,0.058069675,0,0.048403974,0,0.060417449,0,0.0727535,0,0.042991031,0,0.07870689,0,0.137743337,0,0.083209208,0,0.024731582,0.000945946,0.062584557,0,0.029284181,0,0.021006869
104,Endako,Spring 5.2,9.61538E-05,0.041442727,0.000108696,0.02763562,0,0.031943606,0,0.018756108,0,0.053047083,0,0.020318435,0,0.029099563,0,0.042843383,0,0.148090137,0,0.257068519,0,0.077513553,0,0.068759715,0.00140625,0.088550549,0,0.282712268,0,0.053186082,0.002033898,0.103664701,0,0.083041953,0.000238095,0.046345369,0,0.113932248,0,0.065087292,0.000344828,0.12436809,0,0.086479453,0.000515464,0.073410057,0.000322581,0.069813049,0,0.064263406,0,0.096313052,0,0.080504835,0,0.220454009,0,0.144104083,0,0.039050866,0,0.106723235,0,0.029168008,0.007454545,0.119963658,0,0.080045761,7.93651E-05,0.030419279,0,0.042482421,0,0.062496125,0.029666667,0.286895852,0.000277778,0.051122375,0,0.226101585,0,0.107328232,0.000143885,0.02561687,0.001351351,0.067571684,0,0.027737427,0,0.013719447
96,Horsefly,Spring 5.2,0,0.053314094,0.038423913,0.217951161,0.0000625,0.031148686,4.6729E-05,0.014824708,0,0.063231734,0.000588235,0.032076791,0.000366972,0.078315442,0.001284404,0.049392473,0,0.150601944,0,0.192933092,0,0.289665584,0.003829787,0.255628987,0.00125,0.060072017,0,0.464349793,0,0.078568956,0.010508475,0.256235777,0,0.154877185,0,0.085142633,0,0.057563337,0,0.045154339,0,0.084154335,0.000307692,0.076152502,0.018453608,0.218967682,0.074677419,0.586042967,0,0.189176515,0,0.062138569,0,0.107050109,0,0.342359505,0,0.210424494,0.044827586,0.300538458,0,0.045287913,0,0.046143673,0.000636364,0.037884867,0.000645161,0.120957582,7.93651E-05,0.03932455,0.00034188,0.073595756,0,0.054213557,0.003666667,0.112216539,0.014583333,0.234394866,0,0.163606894,0,0.027916266,3.59712E-05,0.017993229,0.000135135,0.03818646,8.40336E-05,0.027809445,0.000238095,0.024653949
